,RAZON SOCIAL,POTENCIAL UNO,NOMBRE COMERCIAL,RUC,CONSIGNATARIO,POSICION ARANCELARIA,CODIGO COMPLEMENTARIO,CODIGO SUPLEMENTARIO,DESCRIPCION POSICION,DESCRIPCION DEL DESPACHO,MARCA,MODELO,REFRENDO,ITEM,DAU,FECHA DESPACHO,FECHA EMBARQUE,FECHA LLEGADA,FECHA LIQUIDACION,FECHA PAGO,FECHA SALIDA ALMACEN,REGIMEN,NUMERO MANIFIESTO,MANIFIESTO,CODIGO DOCUMENTO TRANSPORTE,DOCUMENTO TRANSPORTE,ADUANA,PAIS ORIGEN,PAIS PROCEDENCIA,PAIS EMBARQUE,PUERTO EMBARQUE,VIA TRANSPORTE,CONTENEDORES,DEPOSITO,FOB U$S,FLETE U$S,SEGURO U$S,CIF U$S,FACTURA,VALOR FACTURA U$S,BASE IMPONIBLE U$S,KGS NETO,KGS BRUTO,UNIDADES,TIPO UNIDAD,PRECIO UNITARIO U$S,CANTIDAD COMERCIAL,UNIDAD COMERCIAL,PRECIO UNITARIO COMERCIAL U$S,TIPO UNIDAD NOMENCLADOR,ADVAL,MONEDA,EMBARCADOR,INCOTERM,CODIGO LIBERACION,ESTADO MERCADERIA,CLASE MERCADERIA,PAIS DESTINO,TOTAL FOB U$S,TOTAL FLETE U$S,TOTAL SEGURO U$S,TOTAL CIF U$S,TOTAL KGS NETO,TOTAL KGS BRUTO,TOTAL BASE IMPONIBLE,TOTAL CANTIDAD BULTOS,TOTAL AJUSTES,TOTAL OTROS AJUSTES,CLASE,VERIFICADOR,AGENTE AFIANZADO,NAVE,AGENCIA TRANSPORTE,EMPRESA TRANSPORTE,AFORADOR,FECHA AFORO,TIPO AFORO,ACTIVIDAD PRINCIPAL DEL IMPORTADOR,DIRECCION DEL IMPORTADOR,DIRECCION DEL CONSIGNATARIO,CONSOLIDADORA
10,DUPOCSA PROTECTORES QUIMICOS PARA EL CAMPO S. A.,SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO,,990856583001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA PERLADA,,,82200910001369,1,14669155.0,2009-03-23,2009-03-20,2009-03-24,0000-00-00,0000-00-00,0000-00-00,IMPORTACION A CONSUMO,,1410,,PE-0192-04-2009044,HUAQUILLAS,RUSSIAN FEDERATION,PERU,PERU,PEPAI-PAITA,CARRETERA,0.0,,"82,062.24","7,200.00",258.89,"89,521.13",,0.0,0.0,"258,480.00","258,930.00","258,480.00",,0.32,0.0,,0.0,"kg, Kilogramo",0.0,DOL,ADM ANDINA PERU SRL,,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,NO ESPECIFICADO,"82,062.24","7,200.00",258.89,"89,521.13","258,480.00","258,930.00",0.0,"5,170.00",0.0,0.0,SACO DE TEJIDO PLASTICO,ADUANA,01903692: PRIETO VEGA LAURA MACLOVIA,,SERVIMODAL S.A.C.,SERVIMODAL S.A.C.,,0000-00-00,AFORO DOCUMENTAL,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,"PARA EL CAMPO VIA DURAN - TAMBO KM 9, DURAN",,
11,DUPOCSA PROTECTORES QUIMICOS PARA EL CAMPO S. A.,SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO,,990856583001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA PERLADA,,,28200910025509,1,14708657.0,2009-04-04,2009-03-08,2009-04-04,0000-00-00,0000-00-00,0000-00-00,IMPORTACION A CONSUMO,,641,,1,GUAYAQUIL MARITIMO,LATVIA,LATVIA,LATVIA,LVRIX-RIGA,MARITIMO,0.0,,"457,245.00","61,875.00","1,453.54","520,573.53",,0.0,0.0,"1,500,000.00","1,500,000.00","1,500,000.00",,0.3,0.0,,0.0,"kg, Kilogramo",0.0,DOL,CRYSTAL CHEMICAL INT,,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,NO ESPECIFICADO,"457,245.00","61,875.00","1,453.54","520,573.53","1,500,000.00","1,500,000.00",0.0,1.00,0.0,0.0,"SÓLIDO A GRANEL, PARTÍCULAS FINAS (POLVOS)",ADUANA,01900613: BALLADARES MEDINA MANUEL ENRIQUE,NIKOL H,INVESTAMAR S.A.,AGENCIA NO REGULAR,,0000-00-00,AFORO FISICO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,"PARA EL CAMPO VIA DURAN - TAMBO KM 9, DURAN",,
12,AGRIPAC S.A.,SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO,,990006687001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA PERLADA,,,28200910026662,1,14720741.0,2009-04-08,2009-03-08,2009-04-04,0000-00-00,0000-00-00,0000-00-00,IMPORTACION A CONSUMO,,641,,5,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,LATVIA,LATVIA,LVRIX-RIGA,MARITIMO,0.0,,"1,575,600.00","247,500.00","3,409.20","1,826,509.25",,0.0,0.0,"6,000,000.00","6,000,000.00","6,000,000.00",,0.26,0.0,,0.0,"kg, Kilogramo",0.0,DOL,ADM INTERNATIONAL SA,,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,NO ESPECIFICADO,"1,575,600.00","247,500.00","3,409.20","1,826,509.25","6,000,000.00","6,000,000.00",0.0,1.00,0.0,0.0,"SÓLIDO A GRANEL, PARTÍCULAS GRANULARES (GRANOS)",ADUANA,01900866: BURGOS RENDON ANTONIO NARCISO,NIKOL H,INVESTAMAR S.A.,AGENCIA NO REGULAR,,0000-00-00,AFORO DOCUMENTAL,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,"CORDOVA 623 Y PADRE SOLANO, GUAYAQUIL",,
13,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO,,991352937001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA,,,28200910027232,1,14728559.0,2009-04-13,2009-03-04,2009-04-09,0000-00-00,0000-00-00,0000-00-00,IMPORTACION A CONSUMO,,616,,02,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,LATVIA,LATVIA,LVRIX-RIGA,MARITIMO,0.0,,"1,891,481.38","239,400.00","4,245.51","2,135,127.00",,0.0,0.0,"6,300,000.00","6,300,000.00","6,300.00",,300.24,0.0,,0.0,"kg, Kilogramo",0.0,DOL,FAVORITA L.P.,,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,NO ESPECIFICADO,"1,891,481.38","239,400.00","4,245.51","2,135,127.00","6,300,000.00","6,300,000.00",0.0,1.00,0.0,0.0,SIN ENVASAR O SIN EMPAQUETAR,ADUANA,A0000241: LANATA CHAPIRO OTTO AUGUSTO,ARAYA,CARVIGO S.A.,AGENCIA NO REGULAR,,0000-00-00,AFORO DOCUMENTAL,5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D,AV. SAN JUAN BOSCO Y LA N GUASMO FERTISA (VIA PUERTO MARITIMO),,
14,BANCO NACIONAL DE FOMENTO BNF,SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO,,1760002790001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA,,,28200910027420,1,14730595.0,2009-04-14,2009-04-08,2009-04-15,0000-00-00,0000-00-00,0000-00-00,IMPORTACION A CONSUMO,,699,,001,GUAYAQUIL MARITIMO,VENEZUELA,VENEZUELA,VENEZUELA,ZZZZZ-PUERTO DESCONOCIDO,MARITIMO,0.0,,"4,232,816.50","626,258.81","13,850.27","4,872,925.50",,0.0,0.0,"16,502,209.00","16,502,209.00","16,502,209.00",,0.26,0.0,,0.0,"kg, Kilogramo",0.0,DOL,IPSL INTERNATIONAL P,,"Impo. ESTADO: Catastro Ent.Sec.Púb., excención Adv. Ley 99 Ar27 #.4Res.Lib.CAE",NUEVO,,NO ESPECIFICADO,"4,232,816.50","626,258.81","13,850.27","4,872,925.50","16,502,209.00","16,502,209.00",0.0,1.00,0.0,0.0,SIN ENVASAR O SIN EMPAQUETAR,ADUANA,01903476: PAREDES VINUEZA SEGUNDO BENJAMIN,,INVESTAMAR S.A.,NAVIERA CHILENA DEL PACÌFICO S.A.,,0000-00-00,AFORO FISICO,,107 ANTE Y AV 10 DE AGOSTO,,
15,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,FERTILIZANTES ECUATORIANOS C.A. FERTISA,,991441336001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA PERLEADA CON 46%N, 1% MAX. BIURE",,,28200910035089,1,14850132.0,2009-05-11,2009-03-23,2009-05-08,0000-00-00,0000-00-00,0000-00-00,IMPORTACION A CONSUMO,,750,,01,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,UKRAINE,UKRAINE,UAYUZ-YUZHNYY,MARITIMO,0.0,,"1,513,160.00","275,000.00","7,152.64","1,795,312.62",,0.0,0.0,"5,500,000.00","5,500,000.00","5,500,000.00",,0.28,0.0,,0.0,"kg, Kilogramo",0.0,DOL,INTERNATIONAL FERTIL,,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"1,513,160.00","275,000.00","7,152.64","1,795,312.62","5,500,000.00","5,500,000.00",0.0,1.00,0.0,0.0,"SÓLIDO A GRANEL, PARTÍCULAS GRANULARES (GRANOS)",ADUANA,01903863: RIVERA BAJAÑA JORGE RIGOBERTO,XU CHANG HAI,TRANSMABO - TRANSPORTE MARITIMOS BOLIVARIANOS S.A.,ZANDERS AGENCIA NAVIERA (ESMERALDAS),,0000-00-00,AFORO DOCUMENTAL,"0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
16,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.","TIMSA , TERMINAL INTERNACIONAL MARITIMO S.A.",,991352937001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA,,,28200910043215,2,15301186.0,2009-06-09,2009-05-30,2009-06-08,0000-00-00,0000-00-00,0000-00-00,IMPORTACION A CONSUMO,,980,,1,GUAYAQUIL MARITIMO,UNITED STATES,UNITED STATES,UNITED STATES,USMSY-NEW ORLEANS,MARITIMO,0.0,,"1,733,058.75","345,173.53","4,530.34","2,082,762.62",,0.0,0.0,"7,191,115.00","7,191,115.00","7,191,115.00",,0.24,0.0,,0.0,"kg, Kilogramo",0.0,DOL,KEYTRADE,,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,NO ESPECIFICADO,"2,582,271.00","483,350.44","6,750.24","3,072,371.75","10,069,801.00","10,069,801.00",0.0,2.00,0.0,0.0,SIN ENVASAR O SIN EMPAQUETAR,ADUANA,A0000241: LANATA CHAPIRO OTTO AUGUSTO,ANTILLES II,CARVIGO S.A.,AGENCIA NO REGULAR,,0000-00-00,AFORO DOCUMENTAL,5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D,AV. SAN JUAN BOSCO Y LA N GUASMO FERTISA (VIA PUERTO MARITIMO),,
17,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO,,991352937001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA,,,28200910045885,1,15608154.0,2009-06-18,2009-05-08,2009-06-18,0000-00-00,0000-00-00,0000-00-00,IMPORTACION A CONSUMO,,1056,,04,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,LATVIA,LATVIA,LVRIX-RIGA,MARITIMO,0.0,,"1,871,156.00","314,500.00","5,217.79","2,190,873.75",,0.0,0.0,"6,800,000.00","6,800,000.00","6,800,000.00",,0.28,0.0,,0.0,"kg, Kilogramo",0.0,DOL,FAVORITA L.P.,,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,NO ESPECIFICADO,"1,871,156.00","314,500.00","5,217.79","2,190,873.75","6,800,000.00","6,800,000.00",0.0,1.00,0.0,0.0,"SÓLIDO A GRANEL, PARTÍCULAS GRANULARES (GRANOS)",ADUANA,A0000241: LANATA CHAPIRO OTTO AUGUSTO,IVS KAWANA,ANDINAVE S.A.,AGENCIA NO REGULAR,,0000-00-00,AFORO DOCUMENTAL,5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D,AV. SAN JUAN BOSCO Y LA N GUASMO FERTISA (VIA PUERTO MARITIMO),,
18,DUPOCSA PROTECTORES QUIMICOS PARA EL CAMPO S. A.,SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO,,990856583001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA PERLADA,,,82200910003367,1,15747987.0,2009-06-29,2009-06-23,2009-06-24,0000-00-00,0000-00-00,0000-00-00,IMPORTACION A CONSUMO,,3464,,0001273,HUAQUILLAS,RUSSIAN FEDERATION,PERU,PERU,PEPAI-PAITA,CARRETERA,0.0,,"52,480.00","6,720.00",193.58,"59,393.58",,0.0,0.0,"160,000.00","160,288.00","160,000.00",,0.33,0.0,,0.0,"kg, Kilogramo",0.0,DOL,ADM ANDINA PERU SRL,,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,NO ESPECIFICADO,"52,480.00","6,720.00",193.58,"59,393.58","160,000.00","160,288.00",0.0,"3,200.00",0.0,0.0,SACO DE TEJIDO PLASTICO,ADUANA,01903692: PRIETO VEGA LAURA MACLOVIA,,SERVICIOS GENERALES VIVIANA,SERVICIOS GENERALES VIVIANA,,0000-00-00,AFORO DOCUMENTAL,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,"PARA EL CAMPO VIA DURAN - TAMBO KM 9, DURAN",,
19,DUPOCSA PROTECTORES QUIMICOS PARA EL CAMPO S. A.,SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO,,990856583001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA PERLADA,,,82200910003394,1,15751316.0,2009-06-30,2009-06-24,2009-06-26,0000-00-00,0000-00-00,0000-00-00,IMPORTACION A CONSUMO,,3516,,0001276,HUAQUILLAS,RUSSIAN FEDERATION,PERU,PERU,PEPAI-PAITA,CARRETERA,0.0,,"78,921.60","10,080.00",249.20,"89,250.80",,0.0,0.0,"240,000.00","240,432.00","240,000.00",,0.33,0.0,,0.0,"kg, Kilogramo",0.0,DOL,ADM ANDINA PERU SRL,,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,NO ESPECIFICADO,"78,921.60","10,080.00",249.20,"89,250.80","240,000.00","240,432.00",0.0,"4,800.00",0.0,0.0,SACO DE TEJIDO PLASTICO,ADUANA,01903692: PRIETO VEGA LAURA MACLOVIA,,SERVICIOS GENERALES VIVIANA,SERVICIOS GENERALES VIVIANA,,0000-00-00,AFORO DOCUMENTAL,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,"PARA EL CAMPO VIA DURAN - TAMBO KM 9, DURAN",,
20,INDUSTRIAS DE MINERALES LA COLINA INDUCOLINA CIA. LTDA.,SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO,,190335275001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA,,,82200910003781,1,15791191.0,2009-07-16,2009-07-04,2009-07-15,0000-00-00,0000-00-00,0000-00-00,IMPORTACION A CONSUMO,,3842,,0000035,HUAQUILLAS,RUSSIAN FEDERATION,PERU,PERU,PEPAI-PAITA,CARRETERA,0.0,,"22,440.00","1,540.00",69.28,"24,049.28",,0.0,0.0,"66,000.00","66,118.80","66,000.00",,0.34,0.0,,0.0,"kg, Kilogramo",0.0,DOL,ADM ANDINA PERU S.R.,,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,NO ESPECIFICADO,"22,440.00","1,540.00",69.28,"24,049.28","66,000.00","66,118.80",0.0,"1,320.00",0.0,0.0,SACO,ADUANA,01901054: CAMPOVERDE ARMIJOS TULIO RODRIGO,,SERVICIOS GENERALES VIVIANA,SERVICIOS GENERALES VIVIANA,,0000-00-00,AFORO FISICO,2412-FABRICACION DE ABONOS Y COMPUESTOS DE NITROGENO,JUAN VIVES S N Y AV 1 DE MAYO,,
21,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO,,991441336001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA-PARA USO AGRICOLA SACOS DE 50 KILOS C/U,,,82200910004123,1,15834103.0,2009-08-04,2009-07-29,2009-08-03,0000-00-00,0000-00-00,0000-00-00,IMPORTACION A CONSUMO,,4201,,PE-0192-04-2009103,HUAQUILLAS,RUSSIAN FEDERATION,PERU,PERU,PEPAI-PAITA,CARRETERA,0.0,,"76,493.44","6,221.60",330.86,"83,045.90",,0.0,0.0,"242,400.00","242,800.00","242,400.00",,0.32,0.0,,0.0,"kg, Kilogramo",0.0,DOL,INKAFERT S.A.C.,,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"76,493.44","6,221.60",330.86,"83,045.90","242,400.00","242,800.00",0.0,"4,848.00",0.0,0.0,SACO,ADUANA,01907027: AGUILAR MOLINA IGNACIA BERENICE,SERVIMODAL S.A.C.,SERVIMODAL S.A.C.,SERVIMODAL S.A.C.,,0000-00-00,AFORO DOCUMENTAL,"0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
22,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO,,991441336001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA-PARA USO AGRICOLA SACOS DE 50 KILOS C/U,,,82200910004172,1,15837782.0,2009-08-05,2009-07-31,2009-08-04,0000-00-00,0000-00-00,0000-00-00,IMPORTACION A CONSUMO,,4323,,PE-0192-04-2009104,HUAQUILLAS,RUSSIAN FEDERATION,PERU,PERU,PEPAI-PAITA,CARRETERA,0.0,,"76,493.44","6,221.60",330.86,"83,045.90",,0.0,0.0,"242,400.00","242,800.00","242,400.00",,0.32,0.0,,0.0,"kg, Kilogramo",0.0,DOL,INKAFERT S.A.C.,,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"76,493.44","6,221.60",330.86,"83,045.90","242,400.00","242,800.00",0.0,"4,848.00",0.0,0.0,SACO,ADUANA,01907027: AGUILAR MOLINA IGNACIA BERENICE,SERVIMODAL S.A.C.,SERVIMODAL S.A.C.,SERVIMODAL S.A.C.,,0000-00-00,AFORO DOCUMENTAL,"0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
23,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",FERTILIZANTES ECUATORIANOS C.A. FERTISA,,991352937001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA,,,28200910060148,1,15841560.0,2009-08-06,2009-07-15,2009-08-06,0000-00-00,0000-00-00,0000-00-00,IMPORTACION A CONSUMO,,1390,,09,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,LATVIA,LATVIA,LVRIX-RIGA,MARITIMO,0.0,,"2,254,500.00","414,000.00","5,413.66","2,673,913.75",,0.0,0.0,"9,000,000.00","9,000,000.00","9,000,000.00",,0.25,0.0,,0.0,"kg, Kilogramo",0.0,DOL,FAVORITA L.P.,,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"2,759,400.00","565,800.00","6,626.06","3,331,826.00","12,300,000.00","12,300,000.00",0.0,2.00,0.0,0.0,SIN ENVASAR O SIN EMPAQUETAR,ADUANA,A0000241: LANATA CHAPIRO OTTO AUGUSTO,,CARVIGO S.A.,AGENCIA NO REGULAR,,0000-00-00,AFORO DOCUMENTAL,5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D,AV. SAN JUAN BOSCO Y LA N GUASMO FERTISA (VIA PUERTO MARITIMO),,
24,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO,,991441336001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA-PARA USO AGRICOLA SACOS DE 50 KILOS C/U,,,82200910004251,1,15845702.0,2009-08-07,2009-08-03,2009-08-07,0000-00-00,0000-00-00,0000-00-00,IMPORTACION A CONSUMO,,4423,,PE-0192-04-2009105,HUAQUILLAS,RUSSIAN FEDERATION,PERU,PERU,PEPAI-PAITA,CARRETERA,0.0,,"76,493.44","6,221.60",330.86,"83,045.90",,0.0,0.0,"242,400.00","242,800.00","242,400.00",,0.32,0.0,,0.0,"kg, Kilogramo",0.0,DOL,INKAFERT S.A.C.,,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"76,493.44","6,221.60",330.86,"83,045.90","242,400.00","242,800.00",0.0,"4,848.00",0.0,0.0,SACO,ADUANA,01907027: AGUILAR MOLINA IGNACIA BERENICE,SERVIMODAL S.A.C.,SERVIMODAL S.A.C.,SERVIMODAL S.A.C.,,0000-00-00,AFORO DOCUMENTAL,"0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
25,INDUSTRIAS DE MINERALES LA COLINA INDUCOLINA CIA. LTDA.,SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO,,190335275001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA PERLADA,,,82200910004256,1,15848201.0,2009-08-11,2009-07-27,2009-08-07,0000-00-00,0000-00-00,0000-00-00,IMPORTACION A CONSUMO,,4431,,0000195,HUAQUILLAS,RUSSIAN FEDERATION,PERU,PERU,PEPAI-PAITA,CARRETERA,0.0,,"20,400.00","1,500.00",57.64,"21,957.64",,0.0,0.0,"60,000.00","60,108.00","60,000.00",,0.34,0.0,,0.0,"kg, Kilogramo",0.0,DOL,ADM ANDINA PERU S.R.,,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"20,400.00","1,500.00",57.64,"21,957.64","60,000.00","60,108.00",0.0,"1,200.00",0.0,0.0,SACO,ADUANA,01901054: CAMPOVERDE ARMIJOS TULIO RODRIGO,,SERVICIOS GENERALES VIVIANA,SERVICIOS GENERALES VIVIANA,,0000-00-00,AFORO FISICO,2412-FABRICACION DE ABONOS Y COMPUESTOS DE NITROGENO,JUAN VIVES S N Y AV 1 DE MAYO,,
26,INTERFILK S.A.,SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO,,992613106001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA-PARA USO AGRICOLA SACOS DE 50 KILOS C/U,,,82200910004378,1,15857716.0,2009-08-13,2009-08-10,2009-08-13,0000-00-00,0000-00-00,0000-00-00,IMPORTACION A CONSUMO,,4542,,PE-0192-04-2009114,HUAQUILLAS,RUSSIAN FEDERATION,PERU,PERU,PEPAI-PAITA,CARRETERA,0.0,,"30,600.00","2,310.00",96.40,"33,006.40",,0.0,0.0,"90,000.00","90,148.00","90,000.00",,0.34,0.0,,0.0,"kg, Kilogramo",0.0,DOL,INKAFERT S.A.C.,,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"30,600.00","2,310.00",96.40,"33,006.40","90,000.00","90,148.00",0.0,"1,800.00",0.0,0.0,SACO,ADUANA,01907027: AGUILAR MOLINA IGNACIA BERENICE,SERVIMODAL S.A.C.,SERVIMODAL S.A.C.,SERVIMODAL S.A.C.,,0000-00-00,AFORO FISICO,,GUAYAS / GUAYAQUIL / SOLAR 52,,
27,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO,,991441336001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA-PARA USO AGRICOLA SACOS DE 50 KILOS C/U,,,82200910004383,1,15858063.0,2009-08-13,2009-08-07,2009-08-13,0000-00-00,0000-00-00,0000-00-00,IMPORTACION A CONSUMO,,4453,,PE-0192-04-2009106,HUAQUILLAS,RUSSIAN FEDERATION,PERU,PERU,PEPAI-PAITA,CARRETERA,0.0,,"86,086.68","7,001.87",372.35,"93,460.90",,0.0,0.0,"272,800.00","273,249.66","272,800.00",,0.32,0.0,,0.0,"kg, Kilogramo",0.0,DOL,INKAFERT S.A.C.,,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"86,531.63","7,038.06",374.27,"93,943.96","274,210.00","274,662.00",0.0,"5,484.00",0.0,0.0,SACO,ADUANA,01907027: AGUILAR MOLINA IGNACIA BERENICE,SERVIMODAL S.A.C.,SERVIMODAL S.A.C.,SERVIMODAL S.A.C.,,0000-00-00,AFORO DOCUMENTAL,"0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
